
jobId,companyId,jobType,degree,major,industry,yearsExperience,milesFromMetropolis
JOB1362684410099,COMP14,VICE_PRESIDENT,BACHELORS,CHEMISTRY,AUTO,4,95
JOB1362684410100,COMP26,CTO,NONE,NONE,AUTO,0,99
JOB1362684410101,COMP23,CFO,MASTERS,COMPSCI,OIL,8,25
JOB1362684410102,COMP24,CFO,HIGH_SCHOOL,NONE,EDUCATION,12,22
JOB1362684410103,COMP20,CTO,DOCTORAL,PHYSICS,HEALTH,14,9
JOB1362684410104,COMP19,SENIOR,MASTERS,BIOLOGY,HEALTH,22,76
JOB1362684410105,COMP16,CFO,BACHELORS,PHYSICS,FINANCE,5,58
JOB1362684410106,COMP3,CEO,DOCTORAL,BIOLOGY,EDUCATION,23,75
JOB1362684410107,COMP12,SENIOR,BACHELORS,NONE,AUTO,13,26
JOB1362684410108,COMP29,CEO,DOCTORAL,BUSINESS,FINANCE,12,35
JOB1362684410109,COMP42,SENIOR,NONE,NONE,HEALTH,22,80
JOB1362684410110,COMP17,MANAGER,NONE,NONE,OIL,5,65
JOB1362684410111,COMP40,VICE_PRESIDENT,BACHELORS,BIOLOGY,OIL,16,57
JOB1362684410112,COMP44,CEO,DOCTORAL,MATH,HEALTH,11,69
JOB1362684410113,COMP11,SENIOR,DOCTORAL,NONE,EDUCATION,11,35
JOB1362684410114,COMP42,CFO,NONE,NONE,AUTO,12,2
JOB1362684410115,COMP13,CTO,NONE,NONE,OIL,13,8
JOB1362684410116,COMP11,JANITOR,NONE,NONE,SERVICE,21,18
JOB1362684410117,COMP45,VICE_PRESIDENT,NONE,NONE,AUTO,19,47
JOB1362684410118,COMP4,VICE_PRESIDENT,DOCTORAL,PHYSICS,HEALTH,7,5
JOB1362684410119,COMP9,JUNIOR,NONE,NONE,WEB,20,20
JOB1362684410120,COMP34,JUNIOR,MASTERS,CHEMISTRY,OIL,19,3
JOB1362684410121,COMP21,CTO,NONE,NONE,OIL,19,21
JOB1362684410122,COMP34,JUNIOR,BACHELORS,ENGINEERING,EDUCATION,13,77
JOB1362684410123,COMP13,JUNIOR,NONE,NONE,EDUCATION,8,12
JOB1362684410124,COMP30,MANAGER,NONE,NONE,AUTO,13,96
JOB1362684410125,COMP2,MANAGER,BACHELORS,CHEMISTRY,AUTO,1,90
JOB1362684410126,COMP27,CTO,BACHELORS,NONE,FINANCE,7,22
JOB1362684410127,COMP11,VICE_PRESIDENT,NONE,NONE,FINANCE,6,19
JOB1362684410128,COMP38,SENIOR,MASTERS,NONE,HEALTH,22,73
JOB1362684410129,COMP55,CFO,MASTERS,NONE,EDUCATION,12,77
JOB1362684410130,COMP41,CTO,DOCTORAL,PHYSICS,AUTO,9,2
JOB1362684410131,COMP8,JANITOR,HIGH_SCHOOL,NONE,WEB,23,73
JOB1362684410132,COMP11,CEO,HIGH_SCHOOL,NONE,EDUCATION,11,45
JOB1362684410133,COMP15,CFO,DOCTORAL,ENGINEERING,FINANCE,13,54
JOB1362684410134,COMP60,JUNIOR,BACHELORS,COMPSCI,SERVICE,23,66
JOB1362684410135,COMP7,JANITOR,NONE,NONE,HEALTH,24,77
JOB1362684410136,COMP54,SENIOR,NONE,NONE,HEALTH,18,96
JOB1362684410137,COMP10,VICE_PRESIDENT,MASTERS,CHEMISTRY,SERVICE,3,25
JOB1362684410138,COMP58,JUNIOR,BACHELORS,ENGINEERING,SERVICE,4,30
JOB1362684410139,COMP13,JANITOR,NONE,NONE,SERVICE,4,55
JOB1362684410140,COMP2,SENIOR,BACHELORS,ENGINEERING,EDUCATION,14,1
JOB1362684410141,COMP61,CFO,MASTERS,MATH,OIL,17,20
JOB1362684410142,COMP34,SENIOR,DOCTORAL,ENGINEERING,EDUCATION,21,55
JOB1362684410143,COMP60,CEO,DOCTORAL,PHYSICS,OIL,5,78
JOB1362684410144,COMP28,JUNIOR,HIGH_SCHOOL,NONE,OIL,17,20
JOB1362684410145,COMP11,VICE_PRESIDENT,NONE,NONE,FINANCE,24,27
JOB1362684410146,COMP54,CFO,NONE,NONE,AUTO,11,52
JOB1362684410147,COMP23,CEO,MASTERS,LITERATURE,AUTO,10,42
JOB1362684410148,COMP5,MANAGER,BACHELORS,ENGINEERING,EDUCATION,5,69
JOB1362684410149,COMP48,JUNIOR,NONE,NONE,AUTO,3,36
JOB1362684410150,COMP39,SENIOR,BACHELORS,BUSINESS,EDUCATION,15,32
JOB1362684410151,COMP58,SENIOR,MASTERS,BUSINESS,HEALTH,0,82
JOB1362684410152,COMP60,VICE_PRESIDENT,NONE,NONE,SERVICE,14,49
JOB1362684410153,COMP0,SENIOR,MASTERS,PHYSICS,FINANCE,18,17
JOB1362684410154,COMP5,CEO,NONE,NONE,SERVICE,20,77
JOB1362684410155,COMP17,JUNIOR,MASTERS,ENGINEERING,FINANCE,8,8
JOB1362684410156,COMP0,MANAGER,NONE,NONE,FINANCE,7,47
JOB1362684410157,COMP54,JANITOR,NONE,NONE,FINANCE,9,68
JOB1362684410158,COMP59,CEO,MASTERS,BUSINESS,WEB,20,98
JOB1362684410159,COMP52,VICE_PRESIDENT,NONE,NONE,SERVICE,19,10
JOB1362684410160,COMP59,CFO,HIGH_SCHOOL,NONE,FINANCE,23,45
JOB1362684410161,COMP55,JUNIOR,NONE,NONE,HEALTH,17,20
JOB1362684410162,COMP2,JANITOR,NONE,NONE,WEB,3,1
JOB1362684410163,COMP46,JUNIOR,BACHELORS,ENGINEERING,WEB,14,51
JOB1362684410164,COMP50,SENIOR,HIGH_SCHOOL,NONE,OIL,10,29
JOB1362684410165,COMP9,SENIOR,DOCTORAL,ENGINEERING,WEB,8,21
JOB1362684410166,COMP39,VICE_PRESIDENT,DOCTORAL,BUSINESS,EDUCATION,16,92
JOB1362684410167,COMP2,CTO,DOCTORAL,BUSINESS,EDUCATION,18,27
JOB1362684410168,COMP19,CEO,NONE,NONE,FINANCE,0,21
JOB1362684410169,COMP35,JANITOR,HIGH_SCHOOL,NONE,SERVICE,4,31
JOB1362684410170,COMP24,MANAGER,NONE,NONE,AUTO,7,6
JOB1362684410171,COMP25,JUNIOR,NONE,NONE,WEB,15,24
JOB1362684410172,COMP12,CTO,DOCTORAL,ENGINEERING,OIL,0,97
JOB1362684410173,COMP0,SENIOR,BACHELORS,CHEMISTRY,EDUCATION,16,8
JOB1362684410174,COMP49,CFO,BACHELORS,CHEMISTRY,EDUCATION,10,24
JOB1362684410175,COMP18,MANAGER,NONE,NONE,HEALTH,2,49
JOB1362684410176,COMP35,JANITOR,NONE,NONE,AUTO,6,9
JOB1362684410177,COMP22,JUNIOR,HIGH_SCHOOL,NONE,WEB,18,72
JOB1362684410178,COMP4,SENIOR,MASTERS,ENGINEERING,EDUCATION,12,12
JOB1362684410179,COMP56,CTO,NONE,NONE,WEB,11,30
JOB1362684410180,COMP27,JANITOR,HIGH_SCHOOL,NONE,SERVICE,15,49
JOB1362684410181,COMP31,VICE_PRESIDENT,BACHELORS,PHYSICS,AUTO,9,56
JOB1362684410182,COMP55,CEO,MASTERS,NONE,AUTO,13,17
JOB1362684410183,COMP55,CFO,MASTERS,BUSINESS,OIL,21,41
JOB1362684410184,COMP61,CTO,DOCTORAL,CHEMISTRY,FINANCE,8,4
JOB1362684410185,COMP23,CEO,HIGH_SCHOOL,NONE,EDUCATION,8,17
JOB1362684410186,COMP33,CFO,NONE,NONE,OIL,8,0
JOB1362684410187,COMP2,CTO,NONE,NONE,OIL,10,42
JOB1362684410188,COMP24,MANAGER,NONE,NONE,FINANCE,6,86
JOB1362684410189,COMP21,JUNIOR,HIGH_SCHOOL,NONE,HEALTH,9,29
JOB1362684410190,COMP5,JUNIOR,MASTERS,BUSINESS,WEB,16,85
JOB1362684410191,COMP57,MANAGER,HIGH_SCHOOL,NONE,EDUCATION,2,7
JOB1362684410192,COMP52,JUNIOR,DOCTORAL,BIOLOGY,HEALTH,13,44
JOB1362684410193,COMP28,JUNIOR,MASTERS,NONE,SERVICE,12,48
JOB1362684410194,COMP21,SENIOR,BACHELORS,BUSINESS,WEB,9,91
JOB1362684410195,COMP6,MANAGER,DOCTORAL,CHEMISTRY,FINANCE,21,67
JOB1362684410196,COMP60,JANITOR,HIGH_SCHOOL,NONE,AUTO,1,12
JOB1362684410197,COMP1,CTO,DOCTORAL,BIOLOGY,HEALTH,15,11
JOB1362684410198,COMP7,CFO,HIGH_SCHOOL,NONE,SERVICE,15,49
JOB1362684410199,COMP12,CTO,HIGH_SCHOOL,NONE,HEALTH,18,90
JOB1362684410200,COMP17,MANAGER,NONE,NONE,SERVICE,6,84
JOB1362684410201,COMP43,CEO,NONE,NONE,HEALTH,12,73
JOB1362684410202,COMP52,CFO,NONE,NONE,SERVICE,11,56
JOB1362684410203,COMP27,CEO,NONE,NONE,OIL,18,11
JOB1362684410204,COMP4,SENIOR,MASTERS,NONE,OIL,21,75
JOB1362684410205,COMP21,CTO,NONE,NONE,AUTO,11,78
JOB1362684410206,COMP54,CEO,HIGH_SCHOOL,NONE,OIL,14,96
JOB1362684410207,COMP22,SENIOR,HIGH_SCHOOL,NONE,SERVICE,12,9
JOB1362684410208,COMP35,MANAGER,DOCTORAL,BIOLOGY,SERVICE,0,73
JOB1362684410209,COMP12,CEO,MASTERS,MATH,HEALTH,2,69
JOB1362684410210,COMP33,SENIOR,NONE,NONE,WEB,15,93
JOB1362684410211,COMP53,SENIOR,DOCTORAL,BIOLOGY,AUTO,7,22
JOB1362684410212,COMP35,CEO,NONE,NONE,WEB,3,50
JOB1362684410213,COMP24,MANAGER,HIGH_SCHOOL,NONE,AUTO,23,39
JOB1362684410214,COMP50,JANITOR,NONE,NONE,OIL,24,72
JOB1362684410215,COMP62,CFO,DOCTORAL,BIOLOGY,EDUCATION,19,79
JOB1362684410216,COMP34,CFO,HIGH_SCHOOL,NONE,SERVICE,17,36
JOB1362684410217,COMP17,JANITOR,NONE,NONE,EDUCATION,3,73
JOB1362684410218,COMP32,SENIOR,DOCTORAL,PHYSICS,WEB,8,0
JOB1362684410219,COMP53,JUNIOR,MASTERS,LITERATURE,EDUCATION,9,7
JOB1362684410220,COMP20,JUNIOR,BACHELORS,PHYSICS,EDUCATION,19,15
JOB1362684410221,COMP37,SENIOR,HIGH_SCHOOL,NONE,HEALTH,23,68
JOB1362684410222,COMP19,CEO,DOCTORAL,BIOLOGY,FINANCE,6,65
JOB1362684410223,COMP14,JUNIOR,MASTERS,ENGINEERING,WEB,19,10
JOB1362684410224,COMP30,CEO,BACHELORS,LITERATURE,FINANCE,4,78
JOB1362684410225,COMP6,CEO,BACHELORS,BIOLOGY,HEALTH,13,18
JOB1362684410226,COMP31,JANITOR,HIGH_SCHOOL,NONE,SERVICE,6,67
JOB1362684410227,COMP14,CFO,DOCTORAL,COMPSCI,AUTO,9,93
JOB1362684410228,COMP22,JANITOR,HIGH_SCHOOL,NONE,FINANCE,10,51
JOB1362684410229,COMP54,MANAGER,DOCTORAL,MATH,EDUCATION,14,40
JOB1362684410230,COMP53,CEO,DOCTORAL,LITERATURE,OIL,22,38
JOB1362684410231,COMP19,JANITOR,HIGH_SCHOOL,NONE,SERVICE,16,88
JOB1362684410232,COMP49,CFO,DOCTORAL,PHYSICS,AUTO,19,77
JOB1362684410233,COMP43,VICE_PRESIDENT,DOCTORAL,BUSINESS,FINANCE,19,48
JOB1362684410234,COMP58,JUNIOR,HIGH_SCHOOL,NONE,SERVICE,2,45
JOB1362684410235,COMP28,CTO,BACHELORS,BIOLOGY,SERVICE,4,4
JOB1362684410236,COMP35,SENIOR,MASTERS,LITERATURE,EDUCATION,1,80
JOB1362684410237,COMP39,JANITOR,NONE,NONE,FINANCE,6,38
JOB1362684410238,COMP20,CTO,HIGH_SCHOOL,NONE,OIL,11,43
JOB1362684410239,COMP15,VICE_PRESIDENT,MASTERS,BUSINESS,EDUCATION,16,22
JOB1362684410240,COMP30,SENIOR,DOCTORAL,COMPSCI,OIL,14,86
JOB1362684410241,COMP28,VICE_PRESIDENT,HIGH_SCHOOL,NONE,SERVICE,7,98
JOB1362684410242,COMP6,VICE_PRESIDENT,HIGH_SCHOOL,NONE,OIL,13,84
JOB1362684410243,COMP9,JUNIOR,HIGH_SCHOOL,NONE,SERVICE,5,40
JOB1362684410244,COMP56,CTO,NONE,NONE,HEALTH,7,42
JOB1362684410245,COMP3,JUNIOR,DOCTORAL,NONE,SERVICE,2,7
JOB1362684410246,COMP40,CEO,HIGH_SCHOOL,NONE,OIL,13,33
JOB1362684410247,COMP20,CEO,BACHELORS,BUSINESS,SERVICE,17,9
JOB1362684410248,COMP26,CEO,DOCTORAL,ENGINEERING,OIL,10,78
JOB1362684410249,COMP58,SENIOR,HIGH_SCHOOL,NONE,EDUCATION,23,45
JOB1362684410250,COMP7,CFO,HIGH_SCHOOL,NONE,SERVICE,14,91
JOB1362684410251,COMP14,CFO,MASTERS,NONE,OIL,13,52
JOB1362684410252,COMP23,JUNIOR,HIGH_SCHOOL,NONE,EDUCATION,14,41
JOB1362684410253,COMP43,VICE_PRESIDENT,BACHELORS,MATH,AUTO,10,73
JOB1362684410254,COMP55,CEO,HIGH_SCHOOL,NONE,EDUCATION,20,93
JOB1362684410255,COMP51,CFO,BACHELORS,PHYSICS,EDUCATION,21,17
JOB1362684410256,COMP14,VICE_PRESIDENT,NONE,NONE,OIL,13,30
JOB1362684410257,COMP58,VICE_PRESIDENT,HIGH_SCHOOL,NONE,FINANCE,10,85
JOB1362684410258,COMP12,VICE_PRESIDENT,BACHELORS,LITERATURE,WEB,2,2
JOB1362684410259,COMP0,CFO,BACHELORS,LITERATURE,SERVICE,10,40
JOB1362684410260,COMP7,CTO,BACHELORS,NONE,EDUCATION,10,39
JOB1362684410261,COMP36,SENIOR,MASTERS,BIOLOGY,OIL,18,55
JOB1362684410262,COMP1,JUNIOR,HIGH_SCHOOL,NONE,SERVICE,10,97
JOB1362684410263,COMP16,CTO,MASTERS,COMPSCI,AUTO,23,10
JOB1362684410264,COMP5,JANITOR,HIGH_SCHOOL,NONE,FINANCE,3,59
JOB1362684410265,COMP51,VICE_PRESIDENT,MASTERS,BIOLOGY,FINANCE,5,50
JOB1362684410266,COMP9,MANAGER,BACHELORS,BIOLOGY,HEALTH,12,92
JOB1362684410267,COMP17,CFO,DOCTORAL,CHEMISTRY,HEALTH,24,36
JOB1362684410268,COMP56,CFO,MASTERS,NONE,OIL,24,30
JOB1362684410269,COMP45,JANITOR,NONE,NONE,OIL,4,74
JOB1362684410270,COMP47,CFO,DOCTORAL,NONE,FINANCE,13,27
JOB1362684410271,COMP11,JANITOR,NONE,NONE,HEALTH,8,68
JOB1362684410272,COMP62,CFO,MASTERS,MATH,WEB,6,0
JOB1362684410273,COMP15,CFO,BACHELORS,BIOLOGY,SERVICE,21,0
JOB1362684410274,COMP44,CFO,MASTERS,LITERATURE,SERVICE,19,37
JOB1362684410275,COMP52,SENIOR,MASTERS,MATH,WEB,1,22
JOB1362684410276,COMP19,JUNIOR,NONE,NONE,HEALTH,13,94
JOB1362684410277,COMP33,VICE_PRESIDENT,BACHELORS,MATH,EDUCATION,10,80
JOB1362684410278,COMP60,CTO,DOCTORAL,MATH,WEB,13,22
JOB1362684410279,COMP43,JUNIOR,NONE,NONE,AUTO,15,27
JOB1362684410280,COMP45,JANITOR,NONE,NONE,AUTO,14,73
JOB1362684410281,COMP14,MANAGER,NONE,NONE,HEALTH,8,90
JOB1362684410282,COMP30,CFO,HIGH_SCHOOL,NONE,HEALTH,7,91
JOB1362684410283,COMP0,VICE_PRESIDENT,HIGH_SCHOOL,NONE,WEB,1,73
JOB1362684410284,COMP60,MANAGER,BACHELORS,NONE,HEALTH,2,0
JOB1362684410285,COMP44,CEO,MASTERS,LITERATURE,EDUCATION,11,34
JOB1362684410286,COMP52,CEO,BACHELORS,COMPSCI,HEALTH,6,5
JOB1362684410287,COMP25,CFO,MASTERS,COMPSCI,SERVICE,19,47
JOB1362684410288,COMP31,VICE_PRESIDENT,NONE,NONE,HEALTH,5,77
JOB1362684410289,COMP32,SENIOR,DOCTORAL,NONE,SERVICE,24,91
JOB1362684410290,COMP31,VICE_PRESIDENT,MASTERS,CHEMISTRY,SERVICE,20,68
JOB1362684410291,COMP8,VICE_PRESIDENT,HIGH_SCHOOL,NONE,SERVICE,19,72
JOB1362684410292,COMP49,CEO,NONE,NONE,FINANCE,5,6
JOB1362684410293,COMP26,VICE_PRESIDENT,DOCTORAL,BIOLOGY,OIL,14,86
JOB1362684410294,COMP57,VICE_PRESIDENT,NONE,NONE,OIL,22,45
JOB1362684410295,COMP17,SENIOR,DOCTORAL,PHYSICS,WEB,11,10
JOB1362684410296,COMP38,CFO,NONE,NONE,EDUCATION,6,47
JOB1362684410297,COMP14,SENIOR,BACHELORS,NONE,FINANCE,13,48
JOB1362684410298,COMP34,JUNIOR,HIGH_SCHOOL,NONE,OIL,17,98
JOB1362684410299,COMP12,CTO,NONE,NONE,HEALTH,15,21
JOB1362684410300,COMP53,CFO,NONE,NONE,SERVICE,12,17
JOB1362684410301,COMP56,VICE_PRESIDENT,MASTERS,MATH,HEALTH,5,29
JOB1362684410302,COMP55,CEO,MASTERS,MATH,HEALTH,1,29
JOB1362684410303,COMP0,CTO,BACHELORS,COMPSCI,SERVICE,14,65
JOB1362684410304,COMP45,CEO,NONE,NONE,FINANCE,12,50
JOB1362684410305,COMP23,JANITOR,HIGH_SCHOOL,NONE,EDUCATION,12,51
JOB1362684410306,COMP60,MANAGER,DOCTORAL,PHYSICS,FINANCE,3,32
JOB1362684410307,COMP38,MANAGER,BACHELORS,NONE,SERVICE,0,52
JOB1362684410308,COMP36,MANAGER,HIGH_SCHOOL,NONE,FINANCE,3,56
JOB1362684410309,COMP47,CTO,HIGH_SCHOOL,NONE,OIL,3,89
JOB1362684410310,COMP34,VICE_PRESIDENT,BACHELORS,BUSINESS,SERVICE,2,44
JOB1362684410311,COMP0,CFO,HIGH_SCHOOL,NONE,HEALTH,24,33
JOB1362684410312,COMP31,CEO,NONE,NONE,SERVICE,1,74
JOB1362684410313,COMP59,CFO,NONE,NONE,FINANCE,20,63
JOB1362684410314,COMP13,JANITOR,NONE,NONE,WEB,22,71
JOB1362684410315,COMP10,VICE_PRESIDENT,DOCTORAL,BIOLOGY,OIL,10,49
JOB1362684410316,COMP5,VICE_PRESIDENT,MASTERS,BIOLOGY,HEALTH,9,83
JOB1362684410317,COMP6,JANITOR,NONE,NONE,EDUCATION,24,28
JOB1362684410318,COMP21,JUNIOR,MASTERS,MATH,HEALTH,0,40
JOB1362684410319,COMP6,MANAGER,HIGH_SCHOOL,NONE,FINANCE,18,87
JOB1362684410320,COMP14,CEO,DOCTORAL,BUSINESS,HEALTH,11,26
JOB1362684410321,COMP53,JUNIOR,DOCTORAL,BUSINESS,OIL,3,68
JOB1362684410322,COMP42,CTO,BACHELORS,NONE,FINANCE,1,4
JOB1362684410323,COMP4,SENIOR,HIGH_SCHOOL,NONE,HEALTH,10,6
JOB1362684410324,COMP41,JUNIOR,NONE,NONE,SERVICE,1,75
JOB1362684410325,COMP37,MANAGER,BACHELORS,BIOLOGY,SERVICE,13,25
JOB1362684410326,COMP4,SENIOR,HIGH_SCHOOL,NONE,HEALTH,21,88
JOB1362684410327,COMP61,MANAGER,HIGH_SCHOOL,NONE,OIL,21,73
JOB1362684410328,COMP12,CTO,BACHELORS,COMPSCI,FINANCE,13,72
JOB1362684410329,COMP27,JUNIOR,NONE,NONE,HEALTH,19,93
JOB1362684410330,COMP59,MANAGER,HIGH_SCHOOL,NONE,FINANCE,8,59
JOB1362684410331,COMP39,CEO,MASTERS,COMPSCI,WEB,9,9
JOB1362684410332,COMP2,SENIOR,DOCTORAL,LITERATURE,FINANCE,24,80
JOB1362684410333,COMP5,SENIOR,NONE,NONE,EDUCATION,21,62
JOB1362684410334,COMP51,JANITOR,NONE,NONE,HEALTH,11,28
JOB1362684410335,COMP15,MANAGER,DOCTORAL,LITERATURE,HEALTH,1,57
JOB1362684410336,COMP14,CFO,DOCTORAL,CHEMISTRY,WEB,23,47
JOB1362684410337,COMP41,MANAGER,HIGH_SCHOOL,NONE,WEB,17,20
JOB1362684410338,COMP32,CFO,MASTERS,MATH,EDUCATION,7,32
JOB1362684410339,COMP52,VICE_PRESIDENT,HIGH_SCHOOL,NONE,EDUCATION,5,72
JOB1362684410340,COMP8,JUNIOR,DOCTORAL,LITERATURE,EDUCATION,15,6
JOB1362684410341,COMP62,JANITOR,NONE,NONE,FINANCE,9,23
JOB1362684410342,COMP56,SENIOR,HIGH_SCHOOL,NONE,FINANCE,7,7
JOB1362684410343,COMP4,JANITOR,NONE,NONE,EDUCATION,1,13
JOB1362684410344,COMP30,SENIOR,DOCTORAL,BIOLOGY,AUTO,0,40
JOB1362684410345,COMP54,CEO,DOCTORAL,CHEMISTRY,SERVICE,2,47
JOB1362684410346,COMP6,VICE_PRESIDENT,BACHELORS,BIOLOGY,HEALTH,24,85
JOB1362684410347,COMP21,SENIOR,NONE,NONE,SERVICE,9,0
JOB1362684410348,COMP30,VICE_PRESIDENT,HIGH_SCHOOL,NONE,OIL,0,86
JOB1362684410349,COMP40,MANAGER,MASTERS,BIOLOGY,EDUCATION,5,52
JOB1362684410350,COMP13,SENIOR,HIGH_SCHOOL,NONE,HEALTH,13,40
JOB1362684410351,COMP2,CEO,BACHELORS,NONE,SERVICE,1,20
JOB1362684410352,COMP58,CFO,HIGH_SCHOOL,NONE,EDUCATION,13,38
JOB1362684410353,COMP43,MANAGER,BACHELORS,ENGINEERING,WEB,11,51
JOB1362684410354,COMP2,JANITOR,HIGH_SCHOOL,NONE,WEB,13,55
JOB1362684410355,COMP50,JANITOR,HIGH_SCHOOL,NONE,EDUCATION,21,29
JOB1362684410356,COMP3,JANITOR,HIGH_SCHOOL,NONE,WEB,0,17
JOB1362684410357,COMP40,SENIOR,NONE,NONE,FINANCE,8,3
JOB1362684410358,COMP53,JUNIOR,HIGH_SCHOOL,NONE,FINANCE,2,23
JOB1362684410359,COMP21,CFO,HIGH_SCHOOL,NONE,SERVICE,8,56
JOB1362684410360,COMP26,MANAGER,DOCTORAL,PHYSICS,HEALTH,12,8
JOB1362684410361,COMP31,JUNIOR,BACHELORS,NONE,WEB,13,87
JOB1362684410362,COMP32,CEO,HIGH_SCHOOL,NONE,EDUCATION,4,11
JOB1362684410363,COMP47,CEO,BACHELORS,BIOLOGY,FINANCE,5,28
JOB1362684410364,COMP56,MANAGER,BACHELORS,PHYSICS,SERVICE,18,32
JOB1362684410365,COMP24,SENIOR,DOCTORAL,NONE,FINANCE,9,36
JOB1362684410366,COMP21,CEO,HIGH_SCHOOL,NONE,SERVICE,23,47
JOB1362684410367,COMP35,VICE_PRESIDENT,HIGH_SCHOOL,NONE,SERVICE,6,94
JOB1362684410368,COMP48,SENIOR,BACHELORS,BUSINESS,FINANCE,9,58
JOB1362684410369,COMP43,JUNIOR,MASTERS,BIOLOGY,HEALTH,19,45
JOB1362684410370,COMP16,CEO,DOCTORAL,BUSINESS,SERVICE,24,82
JOB1362684410371,COMP44,CEO,HIGH_SCHOOL,NONE,HEALTH,3,79
JOB1362684410372,COMP39,JUNIOR,HIGH_SCHOOL,NONE,SERVICE,2,64
JOB1362684410373,COMP33,JANITOR,HIGH_SCHOOL,NONE,SERVICE,8,88
JOB1362684410374,COMP58,MANAGER,HIGH_SCHOOL,NONE,OIL,6,13
JOB1362684410375,COMP8,JUNIOR,BACHELORS,LITERATURE,WEB,1,63
JOB1362684410376,COMP14,CTO,BACHELORS,MATH,OIL,15,21
JOB1362684410377,COMP35,SENIOR,DOCTORAL,LITERATURE,HEALTH,21,38
JOB1362684410378,COMP35,MANAGER,NONE,NONE,FINANCE,10,16
JOB1362684410379,COMP22,VICE_PRESIDENT,BACHELORS,LITERATURE,AUTO,17,16
JOB1362684410380,COMP11,CEO,BACHELORS,LITERATURE,WEB,16,19
JOB1362684410381,COMP56,CFO,HIGH_SCHOOL,NONE,OIL,8,80
JOB1362684410382,COMP18,CTO,BACHELORS,BIOLOGY,WEB,10,5
JOB1362684410383,COMP42,JUNIOR,BACHELORS,PHYSICS,FINANCE,7,34
JOB1362684410384,COMP23,JANITOR,HIGH_SCHOOL,NONE,EDUCATION,14,58
JOB1362684410385,COMP33,CTO,BACHELORS,ENGINEERING,WEB,6,12
JOB1362684410386,COMP47,JANITOR,NONE,NONE,WEB,12,28
JOB1362684410387,COMP44,CTO,NONE,NONE,AUTO,18,87
JOB1362684410388,COMP42,JUNIOR,MASTERS,CHEMISTRY,HEALTH,16,85
JOB1362684410389,COMP26,SENIOR,MASTERS,CHEMISTRY,AUTO,10,34
JOB1362684410390,COMP1,VICE_PRESIDENT,NONE,NONE,SERVICE,24,67
JOB1362684410391,COMP4,CFO,DOCTORAL,MATH,SERVICE,13,94
JOB1362684410392,COMP27,SENIOR,MASTERS,COMPSCI,HEALTH,15,40
JOB1362684410393,COMP32,MANAGER,MASTERS,BUSINESS,AUTO,3,17
JOB1362684410394,COMP50,MANAGER,HIGH_SCHOOL,NONE,OIL,13,36
JOB1362684410395,COMP35,MANAGER,HIGH_SCHOOL,NONE,HEALTH,16,26
JOB1362684410396,COMP6,SENIOR,MASTERS,PHYSICS,HEALTH,11,38
JOB1362684410397,COMP52,CFO,DOCTORAL,PHYSICS,FINANCE,11,21
JOB1362684410398,COMP12,SENIOR,DOCTORAL,NONE,AUTO,20,65
JOB1362684410399,COMP4,CFO,HIGH_SCHOOL,NONE,SERVICE,5,57
JOB1362684410400,COMP61,CTO,NONE,NONE,OIL,16,24
JOB1362684410401,COMP6,JUNIOR,MASTERS,CHEMISTRY,WEB,14,96
JOB1362684410402,COMP4,CFO,DOCTORAL,BIOLOGY,AUTO,7,14
JOB1362684410403,COMP8,MANAGER,BACHELORS,ENGINEERING,SERVICE,14,1
JOB1362684410404,COMP50,CFO,NONE,NONE,EDUCATION,24,8
JOB1362684410405,COMP19,JANITOR,HIGH_SCHOOL,NONE,OIL,7,71
JOB1362684410406,COMP13,CFO,MASTERS,LITERATURE,HEALTH,23,8
JOB1362684410407,COMP15,CFO,DOCTORAL,CHEMISTRY,HEALTH,1,27
JOB1362684410408,COMP29,CFO,HIGH_SCHOOL,NONE,EDUCATION,9,95
JOB1362684410409,COMP38,CTO,MASTERS,MATH,AUTO,0,32
JOB1362684410410,COMP29,VICE_PRESIDENT,DOCTORAL,BIOLOGY,SERVICE,22,73
JOB1362684410411,COMP21,VICE_PRESIDENT,HIGH_SCHOOL,NONE,OIL,2,69
JOB1362684410412,COMP3,JUNIOR,BACHELORS,MATH,AUTO,7,44
JOB1362684410413,COMP3,CEO,HIGH_SCHOOL,NONE,EDUCATION,10,65
JOB1362684410414,COMP33,VICE_PRESIDENT,HIGH_SCHOOL,NONE,OIL,16,88
JOB1362684410415,COMP60,VICE_PRESIDENT,NONE,NONE,AUTO,7,3
JOB1362684410416,COMP31,JUNIOR,DOCTORAL,CHEMISTRY,WEB,17,63
JOB1362684410417,COMP21,CFO,HIGH_SCHOOL,NONE,HEALTH,6,80
JOB1362684410418,COMP56,VICE_PRESIDENT,DOCTORAL,CHEMISTRY,HEALTH,17,70
JOB1362684410419,COMP61,VICE_PRESIDENT,BACHELORS,PHYSICS,AUTO,23,64
JOB1362684410420,COMP22,CEO,BACHELORS,PHYSICS,OIL,5,63
JOB1362684410421,COMP20,MANAGER,NONE,NONE,FINANCE,0,97
JOB1362684410422,COMP57,MANAGER,HIGH_SCHOOL,NONE,HEALTH,9,93
JOB1362684410423,COMP25,JUNIOR,NONE,NONE,OIL,15,27
JOB1362684410424,COMP51,MANAGER,HIGH_SCHOOL,NONE,WEB,5,51
JOB1362684410425,COMP48,MANAGER,NONE,NONE,AUTO,21,1
